0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
69.7142857143,73.1428571429,99.2857142857,121.714285714,143.885714286,162.971428571,178.085714286,178.285714286,182.457142857,174.2,158.742857143,142.485714286,135.2,127.542857143,120.971428571,120.542857143,121.114285714,123.971428571,124.685714286,122.328571429,1.0
71.0714285714,90.7142857143,113.428571429,125.085714286,129.314285714,148.828571429,170.0,181.771428571,181.971428571,178.514285714,159.6,128.771428571,98.1142857143,82.2,76.7714285714,79.0,78.6285714286,80.2857142857,79.1428571429,78.7142857143,1.0
70.9285714286,84.2857142857,118.571428571,146.6,162.942857143,168.857142857,177.114285714,179.342857143,181.028571429,170.885714286,141.457142857,108.114285714,91.6857142857,86.4285714286,82.9142857143,83.2571428571,84.4857142857,85.0,85.0,87.0,1.0
75.6428571429,86.4285714286,103.857142857,116.085714286,121.742857143,145.371428571,168.914285714,179.2,178.428571429,171.6,158.685714286,143.428571429,130.628571429,104.142857143,80.2857142857,70.6571428571,72.9142857143,70.6571428571,70.2285714286,75.9428571429,1.0
79.1571428571,74.3714285714,107.942857143,138.057142857,152.2,153.342857143,165.828571429,175.142857143,180.285714286,176.428571429,159.057142857,131.857142857,114.371428571,101.942857143,88.2285714286,75.9428571429,79.1142857143,78.6285714286,80.9142857143,83.2714285714,1.0
76.3714285714,79.5142857143,100.228571429,121.571428571,125.571428571,144.114285714,165.714285714,182.514285714,181.742857143,173.857142857,149.228571429,122.457142857,109.028571429,98.2,80.3714285714,71.6,76.7142857143,78.9714285714,75.6857142857,72.8285714286,1.0
69.3,84.8,96.8,105.657142857,109.314285714,135.542857143,165.114285714,182.657142857,179.714285714,179.142857143,175.657142857,166.085714286,157.685714286,132.2,104.314285714,85.5428571429,89.9714285714,90.1714285714,89.8857142857,88.5285714286,1.0
82.5714285714,84.7142857143,80.4285714286,91.6285714286,106.114285714,137.114285714,164.314285714,184.028571429,185.742857143,170.514285714,150.485714286,130.714285714,117.6,97.0857142857,85.2571428571,83.9714285714,82.2285714286,82.2285714286,84.5142857143,85.3714285714,1.0
70.0428571429,88.8285714286,85.2571428571,87.5714285714,118.657142857,150.914285714,172.6,175.4,182.485714286,179.428571429,163.571428571,138.171428571,111.685714286,93.1714285714,81.8571428571,80.9428571429,79.3428571429,76.0857142857,76.9428571429,84.0142857143,1.0
74.3428571429,75.6285714286,84.0571428571,102.371428571,124.514285714,147.657142857,164.457142857,176.714285714,182.257142857,177.971428571,171.628571429,172.714285714,153.2,116.628571429,83.3714285714,81.4571428571,82.2285714286,84.3428571429,84.7714285714,87.5571428571,1.0
81.1142857143,79.5428571429,97.6857142857,123.142857143,138.114285714,150.057142857,160.0,172.514285714,183.457142857,168.514285714,150.371428571,126.685714286,115.542857143,93.7714285714,78.0857142857,68.2285714286,72.2285714286,71.6285714286,67.9142857143,68.7714285714,1.0
80.9857142857,80.0571428571,86.9142857143,100.771428571,114.4,138.714285714,164.142857143,181.028571429,183.0,175.771428571,162.885714286,142.885714286,134.542857143,112.142857143,91.9142857143,76.0285714286,78.7714285714,79.4285714286,82.7142857143,84.0714285714,1.0
88.1428571429,85.4285714286,103.857142857,117.8,124.6,135.085714286,154.514285714,172.342857143,184.514285714,181.885714286,171.257142857,163.857142857,151.8,137.485714286,126.314285714,127.057142857,127.771428571,125.028571429,123.314285714,128.671428571,1.0
68.1714285714,84.3142857143,111.028571429,129.628571429,133.485714286,141.114285714,158.771428571,174.857142857,185.085714286,173.285714286,145.971428571,112.542857143,94.3142857143,86.5142857143,82.0857142857,81.6285714286,81.5428571429,79.5714285714,78.2857142857,77.4285714286,1.0
80.1714285714,95.3142857143,132.028571429,155.657142857,159.314285714,171.257142857,178.0,179.8,181.714285714,182.2,172.514285714,155.2,136.0,126.285714286,124.485714286,123.114285714,122.914285714,125.542857143,129.971428571,125.757142857,1.0
75.7714285714,77.9142857143,105.628571429,128.485714286,144.142857143,162.714285714,178.885714286,180.257142857,185.314285714,167.142857143,143.0,118.257142857,106.028571429,87.5142857143,77.8857142857,79.9428571429,81.2857142857,79.4285714286,74.7142857143,74.0714285714,1.0
80.3857142857,74.4571428571,89.3142857143,104.4,128.171428571,152.057142857,173.971428571,179.4,184.742857143,178.0,164.8,154.257142857,151.857142857,145.342857143,137.6,137.542857143,136.885714286,137.542857143,137.971428571,141.757142857,1.0
79.1571428571,79.3714285714,91.9428571429,107.457142857,117.0,137.514285714,163.771428571,180.514285714,183.028571429,163.685714286,133.828571429,110.742857143,104.514285714,89.7428571429,74.7714285714,69.6285714286,71.1428571429,72.0857142857,72.9428571429,72.5142857143,1.0
84.0428571429,90.8285714286,119.257142857,142.428571429,145.6,154.771428571,170.114285714,183.428571429,187.8,168.657142857,137.8,115.6,105.285714286,87.4,73.3428571429,71.0857142857,72.3428571429,73.2571428571,75.8285714286,73.5428571429,1.0
80.2142857143,77.1428571429,74.2857142857,109.657142857,149.2,176.571428571,175.0,181.171428571,185.457142857,180.114285714,179.657142857,145.0,100.885714286,69.0857142857,75.0857142857,76.0571428571,77.1142857143,77.4,76.4,69.9,1.0
77.9142857143,83.3428571429,92.4857142857,113.828571429,129.057142857,147.285714286,160.942857143,176.457142857,179.857142857,178.514285714,176.142857143,172.6,174.914285714,149.342857143,112.714285714,87.8857142857,95.3142857143,95.6285714286,92.9142857143,93.7714285714,1.0
74.4571428571,77.1714285714,83.7428571429,92.4285714286,105.2,120.914285714,147.657142857,171.8,186.685714286,179.371428571,155.285714286,123.114285714,104.742857143,88.4,77.2857142857,67.7714285714,68.0857142857,66.4571428571,69.0285714286,68.7428571429,1.0
83.4285714286,73.2857142857,90.5714285714,105.485714286,116.8,141.285714286,169.285714286,180.857142857,182.085714286,181.057142857,156.971428571,118.714285714,89.3714285714,82.3428571429,80.8285714286,79.8857142857,78.1142857143,76.3142857143,76.4571428571,76.8857142857,1.0
72.7714285714,78.9142857143,89.6285714286,103.885714286,111.514285714,128.571428571,155.657142857,177.371428571,184.057142857,175.485714286,144.085714286,101.114285714,79.4,76.3428571429,73.2,71.9428571429,71.1714285714,70.9142857143,71.0571428571,75.4857142857,1.0
81.4571428571,78.1714285714,89.7428571429,98.2571428571,113.542857143,141.457142857,171.342857143,183.314285714,184.771428571,180.057142857,156.028571429,123.371428571,102.885714286,91.7714285714,79.2857142857,68.5714285714,72.0571428571,74.6285714286,76.9142857143,71.7714285714,1.0
81.4714285714,87.1142857143,94.8285714286,113.085714286,137.0,160.971428571,172.657142857,175.6,181.057142857,180.057142857,183.914285714,167.314285714,137.942857143,98.8857142857,80.1428571429,74.6857142857,78.4,78.9428571429,77.3714285714,72.1571428571,1.0
85.1857142857,79.2571428571,91.1142857143,99.5142857143,117.542857143,141.342857143,167.142857143,174.171428571,180.628571429,169.857142857,153.828571429,140.657142857,131.6,121.857142857,112.885714286,114.114285714,113.857142857,112.628571429,109.914285714,110.271428571,1.0
70.8142857143,76.7428571429,81.8857142857,91.9714285714,104.571428571,132.971428571,160.342857143,178.514285714,177.542857143,178.828571429,175.085714286,166.314285714,144.342857143,111.285714286,86.1142857143,76.6857142857,77.8857142857,77.0,79.0,76.0,1.0
82.8285714286,87.6857142857,92.9714285714,109.942857143,132.885714286,158.0,173.6,180.828571429,185.771428571,165.4,133.571428571,100.228571429,93.6285714286,83.2857142857,74.9714285714,69.7142857143,71.6,72.3428571429,70.7714285714,76.0571428571,1.0
89.3285714286,74.6857142857,90.9714285714,121.257142857,146.0,160.285714286,171.742857143,181.085714286,180.428571429,169.942857143,155.0,145.2,147.428571429,123.571428571,91.2571428571,72.0285714286,75.5714285714,78.5142857143,80.6571428571,83.5857142857,1.0
82.1714285714,81.3142857143,98.0285714286,127.542857143,149.142857143,163.114285714,170.971428571,180.542857143,181.085714286,176.514285714,151.4,124.942857143,106.857142857,97.4,84.3142857143,78.9714285714,82.2857142857,83.1714285714,82.8857142857,84.5285714286,1.0
77.9285714286,79.2857142857,88.5714285714,96.6285714286,115.2,141.371428571,170.857142857,179.2,180.314285714,180.657142857,173.971428571,156.142857143,138.657142857,120.514285714,107.2,103.2,105.4,104.428571429,103.714285714,106.071428571,1.0
86.7857142857,72.8571428571,84.7142857143,116.4,145.0,157.028571429,165.028571429,175.0,178.8,177.742857143,178.714285714,166.914285714,156.828571429,125.085714286,93.9142857143,69.4571428571,76.2,80.0285714286,82.3142857143,80.6714285714,1.0
87.4142857143,79.3428571429,96.4857142857,122.057142857,135.514285714,150.542857143,165.371428571,177.571428571,182.142857143,171.885714286,158.8,143.371428571,125.4,96.8,79.6571428571,79.9142857143,81.6285714286,82.1142857143,81.2571428571,81.1857142857,1.0
71.5571428571,75.7714285714,93.3428571429,110.142857143,126.428571429,141.285714286,158.885714286,173.514285714,184.085714286,176.942857143,168.457142857,140.285714286,106.314285714,78.2571428571,77.7714285714,78.8857142857,76.4571428571,76.3714285714,78.0857142857,73.7285714286,1.0
75.3428571429,91.6285714286,107.057142857,115.028571429,113.257142857,133.885714286,161.171428571,182.742857143,183.4,170.514285714,148.514285714,133.971428571,129.771428571,123.714285714,119.914285714,120.914285714,119.8,118.714285714,118.857142857,121.285714286,1.0
76.5142857143,87.9428571429,104.085714286,117.771428571,125.285714286,145.428571429,169.0,181.657142857,180.685714286,177.914285714,176.114285714,155.171428571,132.514285714,113.285714286,108.285714286,103.428571429,102.971428571,103.514285714,104.657142857,109.085714286,1.0
69.0857142857,74.6571428571,84.5142857143,97.0857142857,116.314285714,138.828571429,162.885714286,176.285714286,184.8,181.514285714,159.828571429,130.971428571,113.057142857,115.0,115.857142857,116.2,116.971428571,116.457142857,117.028571429,115.742857143,1.0
77.5142857143,77.9428571429,95.0857142857,116.171428571,133.257142857,141.971428571,160.571428571,175.6,179.085714286,177.057142857,168.771428571,141.971428571,119.085714286,101.171428571,95.0571428571,89.6,90.6285714286,93.2,94.2,93.2,1.0
88.2714285714,86.9142857143,83.6285714286,87.0857142857,98.6857142857,128.885714286,162.942857143,184.371428571,184.285714286,185.2,156.485714286,118.628571429,92.0857142857,92.5714285714,91.4,89.0571428571,87.6,84.6,86.6,88.6,1.0
82.7285714286,67.0857142857,100.371428571,136.4,160.828571429,166.057142857,174.285714286,175.371428571,180.914285714,180.742857143,161.0,131.257142857,115.371428571,105.914285714,93.1142857143,85.7428571429,89.0285714286,85.6857142857,83.5428571429,89.6142857143,1.0
76.1714285714,80.3142857143,94.0285714286,108.114285714,126.857142857,151.8,171.2,176.971428571,181.828571429,180.828571429,174.685714286,146.342857143,118.714285714,96.2285714286,91.9428571429,88.0285714286,90.6857142857,91.7428571429,92.1714285714,88.9571428571,1.0
74.4142857143,80.3428571429,99.4857142857,112.571428571,118.2,142.914285714,170.971428571,182.714285714,178.742857143,175.857142857,168.628571429,156.114285714,146.457142857,127.828571429,105.942857143,94.4285714286,96.1714285714,94.1714285714,92.8857142857,96.5285714286,1.0
87.7285714286,87.0857142857,80.3714285714,89.5428571429,125.228571429,163.371428571,181.171428571,182.857142857,182.285714286,178.342857143,158.971428571,136.285714286,114.571428571,101.914285714,92.7428571429,88.2285714286,90.2,90.4857142857,91.3428571429,84.4142857143,1.0
73.1857142857,82.2571428571,93.1142857143,121.685714286,148.628571429,168.371428571,173.257142857,179.542857143,182.571428571,174.114285714,160.942857143,151.542857143,144.057142857,121.8,97.2857142857,90.4285714286,91.8857142857,90.8285714286,89.1142857143,97.4714285714,1.0
83.1285714286,77.4857142857,99.7714285714,121.8,122.171428571,138.714285714,160.257142857,181.342857143,181.771428571,179.571428571,171.028571429,159.114285714,141.085714286,114.057142857,89.1428571429,80.3428571429,83.1428571429,85.6,84.6,82.6,1.0
87.5285714286,82.8857142857,90.1714285714,98.1428571429,112.485714286,125.142857143,150.885714286,169.314285714,187.8,160.2,126.514285714,100.828571429,95.3714285714,84.8857142857,76.4285714286,75.7714285714,77.2,77.8285714286,77.1142857143,79.4714285714,1.0
88.0142857143,73.9428571429,77.0857142857,88.7428571429,105.828571429,141.771428571,172.485714286,183.114285714,181.314285714,167.571428571,145.685714286,127.8,119.028571429,97.4857142857,76.4,67.8857142857,69.4857142857,67.7714285714,67.4857142857,65.6285714286,1.0
75.2857142857,78.8571428571,93.7142857143,108.971428571,122.828571429,121.457142857,141.171428571,163.971428571,183.2,180.4,175.685714286,170.142857143,152.228571429,118.114285714,86.6,81.2857142857,84.8857142857,84.2571428571,81.8285714286,82.0428571429,1.0
84.0857142857,72.6571428571,81.5142857143,94.6857142857,102.2,118.685714286,148.571428571,174.685714286,181.8,181.514285714,181.571428571,154.828571429,121.971428571,102.2,104.885714286,105.828571429,105.142857143,105.257142857,102.828571429,103.542857143,1.0
75.6714285714,86.3142857143,111.028571429,134.942857143,154.314285714,166.342857143,176.285714286,182.228571429,182.285714286,177.542857143,157.457142857,137.028571429,115.342857143,95.3714285714,75.5428571429,70.4285714286,70.4285714286,72.0,72.0,69.5,1.0
79.9714285714,85.1142857143,86.8285714286,89.0,111.4,141.685714286,171.0,181.6,181.885714286,179.428571429,168.057142857,142.828571429,108.8,84.4285714286,72.3142857143,68.9428571429,70.7428571429,70.9428571429,69.3714285714,73.6571428571,1.0
71.8285714286,78.6857142857,79.9714285714,84.8571428571,104.4,140.685714286,168.828571429,181.4,180.314285714,182.228571429,169.4,143.142857143,110.714285714,91.3142857143,82.4285714286,78.6571428571,77.9142857143,77.6571428571,79.2285714286,84.9428571429,1.0
80.1142857143,80.5428571429,104.685714286,138.485714286,160.428571429,176.857142857,176.914285714,178.142857143,182.114285714,165.142857143,139.657142857,120.714285714,112.942857143,100.0,93.5714285714,92.2,92.7428571429,93.6857142857,95.5428571429,92.6142857143,1.0
71.7,82.2,89.2,93.4285714286,97.9714285714,122.942857143,155.8,179.628571429,184.971428571,175.6,158.085714286,135.228571429,115.371428571,91.7142857143,79.0,76.4571428571,78.4857142857,77.5142857143,75.6571428571,74.0857142857,1.0
73.0428571429,74.8285714286,85.2571428571,98.9428571429,107.485714286,124.0,150.4,172.8,183.171428571,179.142857143,170.0,161.171428571,144.028571429,123.657142857,105.942857143,105.828571429,104.485714286,103.342857143,103.771428571,108.057142857,1.0
84.1714285714,79.3142857143,105.028571429,125.057142857,124.542857143,142.057142857,163.742857143,179.285714286,182.314285714,167.285714286,145.114285714,122.542857143,107.428571429,87.8285714286,79.6285714286,79.0,79.1714285714,81.1714285714,82.8857142857,81.0285714286,1.0
76.8714285714,84.5142857143,97.2285714286,105.685714286,125.485714286,157.685714286,180.542857143,179.571428571,180.485714286,163.857142857,135.4,106.371428571,98.7142857143,86.8571428571,76.1428571429,70.4571428571,72.2285714286,70.0857142857,67.9428571429,71.0142857143,1.0
79.6428571429,80.4285714286,94.8571428571,108.657142857,110.8,132.028571429,162.171428571,183.657142857,181.314285714,173.257142857,151.971428571,125.742857143,112.114285714,106.828571429,102.228571429,96.3714285714,97.3142857143,99.0285714286,100.314285714,94.6714285714,1.0
86.2428571429,80.0285714286,101.457142857,129.171428571,154.857142857,156.942857143,164.857142857,174.342857143,184.657142857,176.685714286,154.314285714,132.085714286,119.828571429,108.428571429,95.7714285714,89.4857142857,91.6285714286,96.3714285714,99.0857142857,92.7285714286,1.0
82.9,85.4,92.4,92.8571428571,110.171428571,142.771428571,172.571428571,177.028571429,179.657142857,175.257142857,172.285714286,144.028571429,115.371428571,86.1714285714,81.1142857143,74.1142857143,76.5428571429,77.1142857143,76.2571428571,71.6857142857,1.0
81.8714285714,88.5142857143,99.2285714286,107.314285714,111.6,111.714285714,136.8,167.685714286,187.571428571,177.457142857,164.342857143,147.8,126.742857143,101.114285714,79.2,74.5428571429,76.6571428571,77.8,75.8,78.3,1.0
84.2142857143,80.1428571429,87.2857142857,92.0571428571,104.771428571,130.171428571,160.857142857,173.857142857,182.542857143,166.342857143,141.914285714,122.542857143,110.771428571,91.6571428571,77.6,79.4571428571,78.4571428571,78.0285714286,78.3142857143,72.6714285714,1.0
73.9714285714,70.1142857143,88.8285714286,126.685714286,157.942857143,173.628571429,176.485714286,179.885714286,179.8,176.971428571,168.2,158.514285714,152.942857143,151.685714286,146.628571429,145.485714286,147.542857143,149.057142857,147.628571429,151.842857143,1.0
70.3285714286,81.6857142857,81.9714285714,88.6285714286,104.514285714,125.885714286,152.885714286,173.771428571,181.285714286,170.8,155.657142857,142.142857143,128.857142857,110.828571429,96.5428571429,92.4285714286,91.4571428571,92.1714285714,95.8857142857,95.0285714286,1.0
85.6142857143,85.5428571429,118.685714286,144.857142857,150.028571429,160.142857143,169.0,175.6,180.828571429,181.742857143,175.514285714,159.657142857,126.885714286,91.2285714286,70.6571428571,70.7428571429,74.2285714286,74.3142857143,72.4571428571,74.8857142857,1.0
75.5,76.0,105.0,129.2,142.114285714,153.057142857,171.257142857,179.971428571,181.857142857,178.971428571,169.771428571,160.457142857,149.428571429,123.457142857,97.1142857143,88.2285714286,89.7428571429,88.2,88.2,88.2,1.0
83.4,81.4,108.4,129.657142857,132.685714286,137.771428571,155.142857143,171.857142857,186.4,166.457142857,137.2,112.057142857,100.428571429,85.4857142857,71.8571428571,71.2571428571,71.8571428571,68.8571428571,65.4285714286,71.1428571429,1.0
71.8142857143,77.7428571429,100.885714286,125.314285714,146.514285714,146.314285714,159.914285714,175.257142857,187.114285714,182.714285714,175.514285714,159.171428571,129.057142857,96.4571428571,77.2571428571,75.8,78.6857142857,78.1142857143,76.2571428571,76.6857142857,1.0
71.8142857143,73.7428571429,99.8857142857,123.742857143,137.571428571,144.257142857,161.171428571,176.657142857,186.6,179.714285714,157.828571429,126.628571429,96.4857142857,80.8571428571,73.8571428571,75.9428571429,75.5428571429,74.9428571429,74.3714285714,78.1571428571,1.0
88.9714285714,74.1142857143,101.828571429,136.657142857,155.457142857,165.714285714,174.571428571,178.571428571,178.942857143,177.2,174.2,161.571428571,146.485714286,119.371428571,99.6857142857,89.0571428571,89.1142857143,88.2571428571,89.8285714286,88.0428571429,1.0
82.4,84.4,110.4,142.885714286,164.085714286,175.028571429,179.114285714,181.714285714,182.571428571,170.114285714,145.8,122.571428571,115.085714286,106.114285714,94.0571428571,84.4285714286,85.9714285714,87.0285714286,89.3142857143,89.6714285714,1.0
73.7714285714,81.9142857143,82.6285714286,86.9428571429,111.485714286,144.714285714,171.685714286,180.685714286,187.285714286,171.485714286,150.628571429,128.685714286,112.485714286,91.2285714286,79.4857142857,79.0285714286,78.0,78.7714285714,78.4857142857,76.6285714286,1.0
78.1285714286,78.4857142857,79.7714285714,89.6,122.514285714,159.0,177.0,174.114285714,181.057142857,174.685714286,153.171428571,130.342857143,126.4,118.342857143,105.085714286,96.8571428571,100.857142857,101.714285714,99.8571428571,93.7857142857,1.0
87.3857142857,78.4571428571,81.3142857143,95.8857142857,107.257142857,111.714285714,132.942857143,164.457142857,183.857142857,177.942857143,175.257142857,165.742857143,161.885714286,128.8,93.6857142857,67.3428571429,72.9428571429,69.5714285714,69.2857142857,72.9285714286,1.0
86.0142857143,69.9428571429,81.0857142857,95.7142857143,112.828571429,123.514285714,150.114285714,170.228571429,183.742857143,177.885714286,177.628571429,167.457142857,157.171428571,144.514285714,137.685714286,130.285714286,131.2,133.4,136.4,134.9,1.0
82.9428571429,77.2285714286,94.6571428571,112.457142857,117.428571429,134.685714286,161.057142857,181.114285714,182.742857143,172.485714286,163.028571429,161.171428571,140.685714286,109.228571429,85.0285714286,86.6,87.3428571429,88.6285714286,88.9142857143,89.7714285714,1.0
86.1428571429,80.4285714286,86.8571428571,114.257142857,143.285714286,157.914285714,167.228571429,179.542857143,183.971428571,177.285714286,153.314285714,130.6,109.485714286,91.5428571429,71.9142857143,67.9142857143,70.2571428571,73.0571428571,73.6285714286,70.8428571429,1.0
76.9142857143,74.3428571429,105.485714286,132.571428571,152.457142857,165.857142857,179.914285714,179.228571429,182.2,174.428571429,156.085714286,133.914285714,124.0,117.685714286,113.542857143,113.028571429,110.914285714,110.571428571,113.285714286,111.428571429,1.0
74.9142857143,71.3428571429,95.4857142857,116.028571429,127.542857143,132.371428571,154.6,171.514285714,181.342857143,178.314285714,176.685714286,170.771428571,160.2,132.571428571,104.628571429,93.8,96.2857142857,92.1428571429,88.5714285714,89.3571428571,1.0
74.1,82.6,91.6,104.028571429,123.285714286,143.914285714,164.485714286,173.742857143,182.285714286,181.514285714,174.342857143,151.628571429,134.371428571,115.742857143,101.771428571,90.0857142857,90.0571428571,88.5142857143,91.6571428571,90.0857142857,1.0
71.1714285714,78.3142857143,96.0285714286,116.142857143,128.342857143,135.828571429,152.142857143,171.971428571,181.457142857,178.942857143,165.057142857,146.485714286,122.171428571,104.628571429,94.4857142857,96.2285714286,94.4571428571,94.4285714286,96.7142857143,97.5714285714,1.0
75.8857142857,71.4571428571,93.3142857143,121.4,143.628571429,140.171428571,153.885714286,172.514285714,188.285714286,177.342857143,156.828571429,121.857142857,92.3142857143,74.1714285714,71.6,71.4285714286,71.5714285714,69.5142857143,70.6571428571,74.5857142857,1.0
70.9285714286,84.2857142857,111.571428571,134.028571429,156.028571429,168.542857143,179.285714286,180.085714286,181.885714286,172.6,158.857142857,137.085714286,113.8,90.7142857143,82.8285714286,81.6285714286,80.8571428571,81.4285714286,82.7142857143,78.0714285714,1.0
83.7571428571,85.9714285714,89.5428571429,89.3428571429,119.657142857,155.2,183.428571429,179.771428571,179.657142857,175.6,173.171428571,161.028571429,147.828571429,124.714285714,109.457142857,99.1428571429,99.9428571429,98.9142857143,101.057142857,103.985714286,1.0
